# The Morning Briefing feed list — one per line: Section <TAB> Outlet <TAB> URL
# Sections: HigherEd, Boston, London, BayArea, Seattle, NewYork, Vancouver, Toronto, PortlandME, ArlingtonVA, MiamiTampa, Charlotte, Topic, Thread
# Google News queries use when:2d so the lookback is enforced at the source.
# Direct feeds (real URLs + descriptions — prefer these links when a story appears in both)
Boston	Boston city news	https://news.google.com/rss/search?q=(site:bostonglobe.com+OR+site:axios.com/local/boston)+(mayor+OR+housing+OR+economy+OR+%22job+market%22)+when:2d&hl=en-US&gl=US&ceid=US:en
London	Times Higher Education	https://news.google.com/rss/search?q=site:timeshighereducation.com+when:2d&hl=en-GB&gl=GB&ceid=GB:en
London	UK outlets	https://news.google.com/rss/search?q=(site:bbc.com+OR+site:bbc.co.uk+OR+site:thetimes.com+OR+site:ft.com)+UK+university+when:2d&hl=en-GB&gl=GB&ceid=GB:en
BayArea	Bay Area outlets	https://news.google.com/rss/search?q=(site:sfchronicle.com+OR+site:calmatters.org+OR+site:kqed.org+OR+site:mercurynews.com+OR+site:sfgate.com+OR+site:latimes.com)+(university+OR+college+OR+%22higher+education%22)+when:2d&hl=en-US&gl=US&ceid=US:en
BayArea	Oakland city news	https://news.google.com/rss/search?q=site:sfchronicle.com+Oakland+(mayor+OR+housing+OR+economy)+when:2d&hl=en-US&gl=US&ceid=US:en
Seattle	Seattle outlets	https://news.google.com/rss/search?q=(site:seattletimes.com+OR+site:bizjournals.com/seattle)+(university+OR+college+OR+education)+when:2d&hl=en-US&gl=US&ceid=US:en
NewYork	New York outlets	https://news.google.com/rss/search?q=site:nytimes.com+%22New+York%22+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
NewYork	Newsweek	https://news.google.com/rss/search?q=site:newsweek.com+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
Vancouver	Vancouver outlets	https://news.google.com/rss/search?q=(site:vancouversun.com+OR+site:cbc.ca+OR+site:theglobeandmail.com)+university+when:2d&hl=en-CA&gl=CA&ceid=CA:en
Toronto	Toronto outlets	https://news.google.com/rss/search?q=(site:thestar.com+OR+site:torontosun.com+OR+site:theglobeandmail.com)+university+education+when:2d&hl=en-CA&gl=CA&ceid=CA:en
PortlandME	Maine outlets	https://news.google.com/rss/search?q=(site:pressherald.com+OR+site:mainepublic.org+OR+site:mainebiz.biz)+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
ArlingtonVA	Virginia outlets	https://news.google.com/rss/search?q=(site:washingtonpost.com+OR+site:virginiamercury.com+OR+site:vpm.org+OR+site:bizjournals.com/washington)+Virginia+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
MiamiTampa	Florida outlets	https://news.google.com/rss/search?q=(site:miamiherald.com+OR+site:tampabay.com+OR+site:wusf.org+OR+site:bizjournals.com/southflorida)+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
Charlotte	Charlotte outlets	https://news.google.com/rss/search?q=(site:charlotteobserver.com+OR+site:bizjournals.com/charlotte+OR+site:wcnc.com+OR+site:wfae.org+OR+site:spectrumlocalnews.com)+(university+OR+college)+when:2d&hl=en-US&gl=US&ceid=US:en
